Trade Date,Settle
1971-12-14,0.854117
1971-12-15,0.853971
1971-12-16,0.853825
1971-12-17,0.850629
1971-12-22,0.842389
1971-12-23,0.842886
1971-12-24,0.842389
1971-12-27,0.841609
1971-12-28,0.841822
1971-12-29,0.841184
1971-12-30,0.841255
1971-12-31,0.841255
1972-01-03,0.839631
1972-01-04,0.840336
1972-01-05,0.839983
1972-01-06,0.839983
1972-01-07,0.839983
1972-01-10,0.839983
1972-01-11,0.839631
1972-01-12,0.840336
1972-01-13,0.839278
1972-01-14,0.838223
1972-01-17,0.838926
1972-01-18,0.838926
1972-01-19,0.838926
1972-01-20,0.841751
1972-01-21,0.839631
1972-01-24,0.839278
1972-01-25,0.839278
1972-01-26,0.839631
1972-01-27,0.839631
1972-01-28,0.839631
1972-01-31,0.839631
1972-02-01,0.839631
1972-02-02,0.839631
1972-02-03,0.839631
1972-02-04,0.839631
1972-02-07,0.839631
1972-02-08,0.839631
1972-02-09,0.839631
1972-02-10,0.839631
1972-02-11,0.839631
1972-02-14,0.839631
1972-02-15,0.839631
1972-02-16,0.839631
1972-02-17,0.839631
1972-02-18,0.839631
1972-02-22,0.839631
1972-02-23,0.839631
1972-02-24,0.839631
1972-02-25,0.839631
1972-02-28,0.839631
1972-02-29,0.839631
1972-03-01,0.839631
1972-03-02,0.839631
1972-03-03,0.839631
1972-03-06,0.839631
1972-03-07,0.839631
1972-03-08,0.839631
1972-03-09,0.839631
1972-03-10,0.839631
1972-03-13,0.839631
1972-03-14,0.839631
1972-03-15,0.839631
1972-03-16,0.839631
1972-03-17,0.839631
1972-03-20,0.839631
1972-03-21,0.839631
1972-03-22,0.839631
1972-03-23,0.839631
1972-03-24,0.839631
1972-03-27,0.839631
1972-03-28,0.839631
1972-03-29,0.839631
1972-03-30,0.839631
1972-03-31,0.839631
1972-04-03,0.839631
1972-04-04,0.839631
1972-04-05,0.839631
1972-04-06,0.839631
1972-04-07,0.839631
1972-04-10,0.839631
1972-04-11,0.839631
1972-04-12,0.839631
1972-04-13,0.839631
1972-04-14,0.839631
1972-04-17,0.839631
1972-04-18,0.839631
1972-04-19,0.839631
1972-04-20,0.839631
1972-04-21,0.839631
1972-04-24,0.839631
1972-04-25,0.839631
1972-04-26,0.839631
1972-04-27,0.839631
1972-04-28,0.839631
1972-05-01,0.839631
1972-05-02,0.839631
1972-05-03,0.839631
1972-05-04,0.839631
1972-05-05,0.839631
1972-05-08,0.839631
1972-05-09,0.839631
1972-05-10,0.839631
1972-05-11,0.839631
1972-05-12,0.839631
1972-05-15,0.839631
1972-05-16,0.839631
1972-05-17,0.839631
1972-05-18,0.839631
1972-05-19,0.839631
1972-05-22,0.839631
1972-05-23,0.839631
1972-05-24,0.839631
1972-05-25,0.839631
1972-05-26,0.839631
1972-05-30,0.839631
1972-05-31,0.839631
1972-06-01,0.839631
1972-06-02,0.839631
1972-06-05,0.839631
1972-06-06,0.839631
1972-06-07,0.839631
1972-06-08,0.839631
1972-06-09,0.839631
1972-06-12,0.839631
1972-06-13,0.839631
1972-06-14,0.839631
1972-06-15,0.839631
1972-06-16,0.839631
1972-06-19,0.839631
1972-06-20,0.839631
1972-06-21,0.839631
1972-06-22,0.839631
1972-06-29,0.839631
1972-06-30,0.839631
1972-07-03,0.839631
1972-07-05,0.839631
1972-07-06,0.839631
1972-07-07,0.839631
1972-07-10,0.839631
1972-07-11,0.839631
1972-07-12,0.839631
1972-07-13,0.839631
1972-07-14,0.839631
1972-07-17,0.839631
1972-07-18,0.839631
1972-07-19,0.839631
1972-07-20,0.839631
1972-07-21,0.839631
1972-07-24,0.839631
1972-07-25,0.839631
1972-07-26,0.839631
1972-07-27,0.839631
1972-07-28,0.839631
1972-07-31,0.839631
1972-08-01,0.839631
1972-08-02,0.839631
1972-08-03,0.839631
1972-08-04,0.839631
1972-08-07,0.839631
1972-08-08,0.837521
1972-08-09,0.839631
1972-08-10,0.839631
1972-08-11,0.839631
1972-08-14,0.839631
1972-08-15,0.839631
1972-08-16,0.839631
1972-08-17,0.839631
1972-08-18,0.839631
1972-08-21,0.839631
1972-08-22,0.839631
1972-08-23,0.839631
1972-08-24,0.839631
1972-08-25,0.839631
1972-08-28,0.839631
1972-08-29,0.839631
1972-08-30,0.839631
1972-08-31,0.839631
1972-09-01,0.839631
1972-09-05,0.839631
1972-09-06,0.839631
1972-09-07,0.839631
1972-09-08,0.839631
1972-09-11,0.839631
1972-09-12,0.839631
1972-09-13,0.839631
1972-09-14,0.839631
1972-09-15,0.839631
1972-09-18,0.839631
1972-09-19,0.839631
1972-09-20,0.839631
1972-09-21,0.839631
1972-09-22,0.839631
1972-09-25,0.839631
1972-09-26,0.839631
1972-09-27,0.839631
1972-09-28,0.839631
1972-09-29,0.839631
1972-10-02,0.839631
1972-10-03,0.839631
1972-10-04,0.839631
1972-10-05,0.839631
1972-10-06,0.839631
1972-10-10,0.839631
1972-10-11,0.839631
1972-10-12,0.839631
1972-10-13,0.839631
1972-10-16,0.840336
1972-10-17,0.840336
1972-10-18,0.840336
1972-10-19,0.840336
1972-10-20,0.840336
1972-10-24,0.839631
1972-10-25,0.839631
1972-10-26,0.839631
1972-10-27,0.839631
1972-10-30,0.840336
1972-10-31,0.839631
1972-11-01,0.839631
1972-11-02,0.839631
1972-11-03,0.839631
1972-11-06,0.839631
1972-11-08,0.839631
1972-11-09,0.839631
1972-11-10,0.839631
1972-11-13,0.839631
1972-11-14,0.839631
1972-11-15,0.839631
1972-11-16,0.839631
1972-11-17,0.839631
1972-11-20,0.840336
1972-11-21,0.839631
1972-11-22,0.839631
1972-11-24,0.840336
1972-11-27,0.839631
1972-11-28,0.839631
1972-11-29,0.839631
1972-11-30,0.839631
1972-12-01,0.839631
1972-12-04,0.839631
1972-12-05,0.839631
1972-12-06,0.839631
1972-12-07,0.839631
1972-12-08,0.839631
1972-12-11,0.839631
1972-12-12,0.839631
1972-12-13,0.839631
1972-12-14,0.839631
1972-12-15,0.839631
1972-12-18,0.839631
1972-12-19,0.839631
1972-12-20,0.839631
1972-12-21,0.839631
1972-12-22,0.839631
1972-12-26,0.785793
1972-12-27,0.785546
1972-12-28,0.785546
1972-12-29,0.785423
1973-01-02,0.785423
1973-01-03,0.785546
1973-01-04,0.785546
1973-01-05,0.785546
1973-01-08,0.785546
1973-01-09,0.785546
1973-01-10,0.785546
1973-01-11,0.786782
1973-01-12,0.786782
1973-01-15,0.786782
1973-01-16,0.786782
1973-01-17,0.786782
1973-01-18,0.786782
1973-01-19,0.786782
1973-01-22,0.786782
1973-01-23,0.786782
1973-01-24,0.786782
1973-01-25,0.786782
1973-01-26,0.786782
1973-01-29,0.786782
1973-01-30,0.786782
1973-01-31,0.786782
1973-02-01,0.786782
1973-02-02,0.786782
1973-02-05,0.786782
1973-02-06,0.786782
1973-02-07,0.786782
1973-02-08,0.786782
1973-02-09,0.786782
